zip,facility_count,total_capacity,county,city
91103,29,1075,LOS ANGELES,PASADENA
95066,29,1210,SANTA CRUZ,SCOTTS VALLEY
90278,29,1291,LOS ANGELES,REDONDO BEACH
94102,29,1222,SAN FRANCISCO,SAN FRANCISCO
90291,29,1227,LOS ANGELES,VENICE
94002,29,1604,SAN MATEO,BELMONT
93612,29,1298,FRESNO,CLOVIS
90039,29,1352,LOS ANGELES,LOS ANGELES
91786,28,1682,SAN BERNARDINO,UPLAND
91316,28,903,LOS ANGELES,ENCINO
94014,28,1081,SAN MATEO,DALY CITY
91040,28,527,LOS ANGELES,SUNLAND
92656,28,1531,ORANGE,ALISO VIEJO
95492,28,978,SONOMA,WINDSOR
91745,28,1185,LOS ANGELES,HACIENDA HEIGHTS
91601,28,1045,LOS ANGELES,NORTH HOLLYWOOD
91007,28,1486,LOS ANGELES,ARCADIA
91340,28,1200,LOS ANGELES,SAN FERNANDO
95032,28,1866,SANTA CLARA,LOS GATOS
93955,28,1130,MONTEREY,SEASIDE
92324,28,842,SAN BERNARDINO,COLTON
90061,28,713,LOS ANGELES,LOS ANGELES
95351,28,877,STANISLAUS,MODESTO
90501,28,728,LOS ANGELES,TORRANCE
93960,27,454,MONTEREY,SOLEDAD
95205,27,758,SAN JOAQUIN,STOCKTON
91324,27,893,LOS ANGELES,NORTHRIDGE
93405,27,789,SAN LUIS OBISPO,SAN LUIS OBISPO
94606,27,1044,ALAMEDA,OAKLAND
90242,27,895,LOS ANGELES,DOWNEY
94607,27,1131,ALAMEDA,OAKLAND
94580,27,687,ALAMEDA,SAN LORENZO
93280,27,568,KERN,WASCO
94107,27,1140,SAN FRANCISCO,SAN FRANCISCO
90001,27,895,LOS ANGELES,LOS ANGELES
92240,27,853,RIVERSIDE,DESERT HOT SPRINGS
92220,27,733,RIVERSIDE,BANNING
92708,27,1752,ORANGE,FOUNTAIN VALLEY
90025,27,1352,LOS ANGELES,LOS ANGELES
92399,27,745,SAN BERNARDINO,YUCAIPA
92707,27,804,ORANGE,SANTA ANA
92124,27,1114,SAN DIEGO,SAN DIEGO
91303,26,596,LOS ANGELES,CANOGA PARK
90027,26,1073,LOS ANGELES,LOS ANGELES
94547,26,671,CONTRA COSTA,HERCULES
93035,26,390,VENTURA,OXNARD
94610,26,1187,ALAMEDA,OAKLAND
95131,26,820,SANTA CLARA,SAN JOSE
93060,26,628,VENTURA,SANTA PAULA
90601,26,1266,LOS ANGELES,WHITTIER
95356,26,883,STANISLAUS,MODESTO
91384,26,1083,LOS ANGELES,CASTAIC
90260,26,697,LOS ANGELES,LAWNDALE
94114,26,788,SAN FRANCISCO,SAN FRANCISCO
91204,26,727,LOS ANGELES,GLENDALE
95476,26,837,SONOMA,SONOMA
90041,26,1093,LOS ANGELES,LOS ANGELES
91768,26,1024,LOS ANGELES,POMONA
92405,26,925,SAN BERNARDINO,SAN BERNARDINO
94519,26,1050,CONTRA COSTA,CONCORD
90038,26,1117,LOS ANGELES,LOS ANGELES
90703,26,1058,LOS ANGELES,CERRITOS
92706,25,965,ORANGE,SANTA ANA
96007,25,550,SHASTA,ANDERSON
95682,25,605,EL DORADO,SHINGLE SPRINGS
91746,25,993,LOS ANGELES,LA PUENTE
93111,25,1004,SANTA BARBARA,SANTA BARBARA
90012,25,936,LOS ANGELES,LOS ANGELES
94127,25,1430,SAN FRANCISCO,SAN FRANCISCO
94131,25,895,SAN FRANCISCO,SAN FRANCISCO
93301,25,801,KERN,BAKERSFIELD
91901,25,635,SAN DIEGO,ALPINE
92301,25,476,SAN BERNARDINO,ADELANTO
94596,25,1329,CONTRA COSTA,WALNUT CREEK
93514,25,532,INYO,BISHOP
94618,25,1196,ALAMEDA,OAKLAND
93101,25,679,SANTA BARBARA,SANTA BARBARA
95824,25,751,SACRAMENTO,SACRAMENTO
92860,25,955,RIVERSIDE,NORCO
92881,25,1132,RIVERSIDE,CORONA
92081,25,1294,SAN DIEGO,VISTA
92883,25,470,RIVERSIDE,CORONA
92103,25,1214,SAN DIEGO,SAN DIEGO
92107,25,1189,SAN DIEGO,SAN DIEGO
91011,25,1635,LOS ANGELES,LA CANADA
93630,25,542,FRESNO,KERMAN
95605,25,677,YOLO,WEST SACRAMENTO
95746,25,1532,PLACER,GRANITE BAY
92110,25,1139,SAN DIEGO,SAN DIEGO
92308,24,549,SAN BERNARDINO,APPLE VALLEY
92009,24,1275,SAN DIEGO,CARLSBAD
90063,24,601,LOS ANGELES,LOS ANGELES
92532,24,488,RIVERSIDE,LAKE ELSINORE
91364,24,1132,LOS ANGELES,WOODLAND HILLS
92653,24,773,ORANGE,LAGUNA HILLS
95126,24,802,SANTA CLARA,SAN JOSE
90744,24,1073,LOS ANGELES,WILMINGTON
95841,24,447,SACRAMENTO,SACRAMENTO
92694,24,2143,ORANGE,LADERA RANCH
93561,24,621,KERN,TEHACHAPI
94065,24,1040,SAN MATEO,REDWOOD CITY
93619,24,681,FRESNO,CLOVIS
90710,24,733,LOS ANGELES,HARBOR CITY
93907,24,474,MONTEREY,SALINAS
95521,24,702,HUMBOLDT,ARCATA
90241,24,1102,LOS ANGELES,DOWNEY
91016,24,917,LOS ANGELES,MONROVIA
95540,24,469,HUMBOLDT,FORTUNA
93110,24,898,SANTA BARBARA,GOLETA
90005,24,760,LOS ANGELES,LOS ANGELES
95405,24,1143,SONOMA,SANTA ROSA
93023,24,811,VENTURA,OJAI
94609,23,790,ALAMEDA,OAKLAND
94301,23,1002,SANTA CLARA,PALO ALTO
92675,23,1417,ORANGE,SAN JUAN CAPISTRANO
95667,23,737,EL DORADO,PLACERVILLE
94117,23,1986,SAN FRANCISCO,SAN FRANCISCO
93204,23,518,KINGS,AVENAL
90032,23,726,LOS ANGELES,LOS ANGELES
96130,23,635,LASSEN,SUSANVILLE
91803,23,701,LOS ANGELES,ALHAMBRA
91722,23,648,LOS ANGELES,COVINA
95932,23,401,COLUSA,COLUSA
95110,23,605,SANTA CLARA,SAN JOSE
91423,23,966,LOS ANGELES,SHERMAN OAKS
91780,23,1007,LOS ANGELES,TEMPLE CITY
95838,23,915,SACRAMENTO,SACRAMENTO
93555,23,1002,KERN,RIDGECREST
91403,23,635,LOS ANGELES,SHERMAN OAKS
92595,23,644,RIVERSIDE,WILDOMAR
91504,23,809,LOS ANGELES,BURBANK
95019,23,462,SANTA CRUZ,FREEDOM
90049,23,1153,LOS ANGELES,LOS ANGELES
91506,23,797,LOS ANGELES,BURBANK
90277,23,1504,LOS ANGELES,REDONDO BEACH
92870,23,889,ORANGE,PLACENTIA
91724,23,685,LOS ANGELES,COVINA
93015,23,676,VENTURA,FILLMORE
94133,23,785,SAN FRANCISCO,SAN FRANCISCO
92582,22,332,RIVERSIDE,SAN JACINTO
90028,22,1117,LOS ANGELES,LOS ANGELES
90031,22,863,LOS ANGELES,LOS ANGELES
90245,22,1390,LOS ANGELES,EL SEGUNDO
95133,22,512,SANTA CLARA,SAN JOSE
91387,22,967,LOS ANGELES,CANYON COUNTRY
90065,22,716,LOS ANGELES,LOS ANGELES
91914,22,1248,SAN DIEGO,CHULA VISTA
94559,22,670,NAPA,NAPA
91740,22,1047,LOS ANGELES,GLENDORA
91754,22,1003,LOS ANGELES,MONTEREY PARK
92570,22,748,RIVERSIDE,PERRIS
93434,22,485,SANTA BARBARA,GUADALUPE
95987,22,434,COLUSA,WILLIAMS
92807,22,1176,ORANGE,ANAHEIM HILLS
94578,22,888,ALAMEDA,SAN LEANDRO
93702,22,637,FRESNO,FRESNO
92253,22,670,RIVERSIDE,LA QUINTA
90020,22,845,LOS ANGELES,LOS ANGELES
95368,22,446,STANISLAUS,SALIDA
95618,22,1072,YOLO,DAVIS
93927,21,500,MONTEREY,GREENFIELD
93250,21,345,KERN,MCFARLAND
95818,21,991,SACRAMENTO,SACRAMENTO
93041,21,334,VENTURA,PORT HUENEME
95354,21,608,STANISLAUS,MODESTO
92507,21,1112,RIVERSIDE,RIVERSIDE
92602,21,985,ORANGE,IRVINE
92410,21,963,SAN BERNARDINO,SAN BERNARDINO
91326,21,1107,LOS ANGELES,NORTHRIDGE
93105,21,858,SANTA BARBARA,SANTA BARBARA
95453,21,402,LAKE,LAKEPORT
92867,21,725,ORANGE,ORANGE
91362,21,1219,VENTURA,THOUSAND OAKS
95242,21,899,SAN JOAQUIN,LODI
94960,21,796,MARIN,SAN ANSELMO
95959,21,515,NEVADA,NEVADA CITY
92551,21,944,RIVERSIDE,MORENO VALLEY
91750,21,628,LOS ANGELES,LA VERNE
90240,21,566,LOS ANGELES,DOWNEY
93013,21,828,SANTA BARBARA,CARPINTERIA
90720,20,742,ORANGE,ROSSMOOR
90723,20,648,LOS ANGELES,PARAMOUNT
92844,20,937,ORANGE,GARDEN GROVE
90716,20,384,LOS ANGELES,HAWAIIAN GARDENS
92585,20,581,RIVERSIDE,MENIFEE
90732,20,781,LOS ANGELES,SAN PEDRO
92843,20,775,ORANGE,GARDEN GROVE
94597,20,841,CONTRA COSTA,WALNUT CREEK
94158,20,626,SAN FRANCISCO,SAN FRANCISCO
92274,20,392,RIVERSIDE,THERMAL
91915,20,1251,SAN DIEGO,CHULA VISTA
91763,20,625,SAN BERNARDINO,MONTCLAIR
91764,20,651,SAN BERNARDINO,ONTARIO
92831,20,1329,ORANGE,FULLERTON
94506,20,1533,CONTRA COSTA,DANVILLE
94109,20,791,SAN FRANCISCO,SAN FRANCISCO
92703,20,776,ORANGE,SANTA ANA
91042,20,900,LOS ANGELES,TUJUNGA
93263,20,466,KERN,SHAFTER
90275,20,1033,LOS ANGELES,ROLLING HILLS
91030,20,1341,LOS ANGELES,SOUTH PASADENA
92262,20,785,RIVERSIDE,PALM SPRINGS
93704,19,621,FRESNO,FRESNO
95650,19,517,PLACER,LOOMIS
93703,19,469,FRESNO,FRESNO
90232,19,406,LOS ANGELES,CULVER CITY
92865,19,774,ORANGE,ORANGE
92284,19,399,SAN BERNARDINO,YUCCA VALLEY
92672,19,969,ORANGE,SAN CLEMENTE
92782,19,1247,ORANGE,TUSTIN
95816,19,666,SACRAMENTO,SACRAMENTO
95003,19,921,SANTA CRUZ,APTOS
93646,19,644,FRESNO,ORANGE COVE
94707,19,931,ALAMEDA,BERKELEY
94123,19,534,SAN FRANCISCO,SAN FRANCISCO
90029,19,764,LOS ANGELES,LOS ANGELES
91006,19,1142,LOS ANGELES,ARCADIA
95215,19,410,SAN JOAQUIN,STOCKTON
91902,19,974,SAN DIEGO,BONITA
90304,19,936,LOS ANGELES,LENNOX
95119,19,788,SANTA CLARA,SAN JOSE
91739,19,780,SAN BERNARDINO,RANCHO CUCAMONGA
91101,19,1250,LOS ANGELES,PASADENA
93021,19,937,VENTURA,MOORPARK
94612,19,577,ALAMEDA,OAKLAND
91010,19,860,LOS ANGELES,DUARTE
92211,18,967,RIVERSIDE,PALM DESERT
96101,18,341,MODOC,ALTURAS
93721,18,694,FRESNO,FRESNO
96093,18,364,TRINITY,WEAVERVILLE
90272,18,1111,LOS ANGELES,PACIFIC PALISADES
90804,18,401,LOS ANGELES,LONG BEACH
95202,18,1055,SAN JOAQUIN,STOCKTON
92802,18,499,ORANGE,ANAHEIM
92543,18,449,RIVERSIDE,HEMET
92101,18,812,SAN DIEGO,SAN DIEGO
95819,18,1275,SACRAMENTO,SACRAMENTO
94502,18,801,ALAMEDA,ALAMEDA
94574,18,406,NAPA,ST. HELENA
91345,18,442,LOS ANGELES,MISSION HILLS
92116,18,568,SAN DIEGO,SAN DIEGO
94705,17,433,ALAMEDA,BERKELEY
94105,17,612,SAN FRANCISCO,SAN FRANCISCO
92121,17,1304,SAN DIEGO,SAN DIEGO
93940,17,784,MONTEREY,MONTEREY
92377,17,248,SAN BERNARDINO,RIALTO
92106,17,776,SAN DIEGO,SAN DIEGO
94579,17,679,ALAMEDA,SAN LEANDRO
94965,17,781,MARIN,SAUSALITO
93711,17,804,FRESNO,FRESNO
95742,17,493,SACRAMENTO,RANCHO CORDOVA
90270,17,379,LOS ANGELES,MAYWOOD
95451,17,298,LAKE,KELSEYVILLE
95694,17,429,YOLO,WINTERS
93241,17,442,KERN,LAMONT
93631,17,460,FRESNO,KINGSBURG
95203,17,435,SAN JOAQUIN,STOCKTON
92845,17,879,ORANGE,GARDEN GROVE
90274,17,2013,LOS ANGELES,ROLLING HILLS ESTATE
90715,17,360,LOS ANGELES,LAKEWOOD
91791,17,760,LOS ANGELES,WEST COVINA
92660,17,1063,ORANGE,"NEWPORT BEACH,"
92673,17,1246,ORANGE,SAN CLEMENTE
93402,16,399,SAN LUIS OBISPO,LOS OSOS
94556,16,1078,CONTRA COSTA,MORAGA
92225,16,540,RIVERSIDE,BLYTHE
90670,16,576,LOS ANGELES,SANTA FE SPRINGS
91106,16,583,LOS ANGELES,PASADENA
90248,16,629,LOS ANGELES,GARDENA
95971,16,301,PLUMAS,QUINCY
93314,16,330,KERN,BAKERSFIELD
91354,16,403,LOS ANGELES,VALENCIA
91381,16,1157,LOS ANGELES,STEVENSON RANCH
95338,16,325,MARIPOSA,MARIPOSA
90603,16,734,LOS ANGELES,WHITTIER
95130,16,324,SANTA CLARA,SAN JOSE
95134,16,940,SANTA CLARA,SAN JOSE
93103,16,671,SANTA BARBARA,SANTA BARBARA
93465,16,452,SAN LUIS OBISPO,TEMPLETON
95252,16,271,CALAVERAS,VALLEY SPRINGS
92832,16,579,ORANGE,FULLERTON
94595,16,763,CONTRA COSTA,WALNUT CREEK
94931,16,409,SONOMA,COTATI
95437,16,303,MENDOCINO,FORT BRAGG
93930,16,419,MONTEREY,KING CITY
91701,16,889,SAN BERNARDINO,ALTA LOMA
93647,16,292,TULARE,OROSI
94027,16,1223,SAN MATEO,ATHERTON
94564,16,400,CONTRA COSTA,PINOLE
92408,16,889,SAN BERNARDINO,SAN BERNARDINO
90701,15,1140,LOS ANGELES,ARTESIA
94041,15,772,SANTA CLARA,MOUNTAIN VIEW
92411,15,437,SAN BERNARDINO,SAN BERNARDINO
95817,15,801,SACRAMENTO,SACRAMENTO
92118,15,891,SAN DIEGO,CORONADO
92835,15,911,ORANGE,FULLERTON
91932,15,891,SAN DIEGO,IMPERIAL BEACH
93728,15,424,FRESNO,FRESNO
92311,15,349,SAN BERNARDINO,BARSTOW
95334,15,432,MERCED,LIVINGSTON
92011,15,952,SAN DIEGO,CARLSBAD
95409,15,368,SONOMA,SANTA ROSA
94503,15,388,NAPA,AMERICAN CANYON
94563,15,777,CONTRA COSTA,ORINDA
91502,15,639,LOS ANGELES,BURBANK
95073,15,505,SANTA CRUZ,SOQUEL
92501,15,331,RIVERSIDE,RIVERSIDE
92649,15,1226,ORANGE,HUNTINGTON BEACH
95988,14,236,GLENN,WILLOWS
95320,14,340,SAN JOAQUIN,ESCALON
95602,14,237,PLACER,AUBURN
94517,14,594,CONTRA COSTA,CLAYTON
91361,14,1098,VENTURA,WESTLAKE VILLAGE
93933,14,414,MONTEREY,MARINA
91208,14,399,LOS ANGELES,GLENDALE
94507,14,683,CONTRA COSTA,ALAMO
96022,14,294,TEHAMA,COTTONWOOD
91207,14,227,LOS ANGELES,GLENDALE
91105,14,879,LOS ANGELES,PASADENA
94805,14,342,CONTRA COSTA,RICHMOND
95448,14,470,SONOMA,HEALDSBURG
95367,14,269,STANISLAUS,RIVERBANK
94945,13,404,MARIN,NOVATO
95519,13,295,HUMBOLDT,MCKINLEYVILLE
93610,13,289,MADERA,CHOWCHILLA
90265,13,422,LOS ANGELES,MALIBU
91723,13,584,LOS ANGELES,COVINA
94305,13,1320,SANTA CLARA,STANFORD
90403,13,645,LOS ANGELES,SANTA MONICA
92629,13,552,ORANGE,DANA POINT
90502,13,288,LOS ANGELES,TORRANCE
94572,13,358,CONTRA COSTA,RODEO
92316,13,453,SAN BERNARDINO,BLOOMINGTON
94930,13,499,MARIN,FAIRFAX
93445,13,250,SAN LUIS OBISPO,OCEANO
95065,13,602,SANTA CRUZ,SANTA CRUZ
95365,12,335,MERCED,PLANADA
92010,12,757,SAN DIEGO,CARLSBAD
93223,12,280,TULARE,FARMERSVILLE
91784,12,418,SAN BERNARDINO,UPLAND
93210,12,392,FRESNO,COALINGA
95358,12,302,STANISLAUS,MODESTO
92866,12,496,ORANGE,ORANGE
95969,12,304,BUTTE,PARADISE
94019,12,366,SAN MATEO,HALF MOON BAY
91775,12,701,LOS ANGELES,SAN GABRIEL
91737,12,356,SAN BERNARDINO,ALTA LOMA
91501,12,195,LOS ANGELES,BURBANK
90057,12,416,LOS ANGELES,LOS ANGELES
90024,12,1166,LOS ANGELES,LOS ANGELES
92648,12,1035,ORANGE,HUNTINGTON BEACH
90680,12,364,ORANGE,STANTON
93622,12,427,FRESNO,FIREBAUGH
95912,12,240,COLUSA,ARBUCKLE
90048,12,492,LOS ANGELES,LOS ANGELES
95222,12,239,CALAVERAS,ANGELS CAMP
93923,12,542,MONTEREY,CARMEL
91755,12,237,LOS ANGELES,MONTEREY PARK
93908,12,311,MONTEREY,SALINAS
95642,12,229,AMADOR,JACKSON
93560,12,270,KERN,ROSAMOND
90802,11,424,LOS ANGELES,LONG BEACH
94920,11,609,MARIN,BELVEDERE
92082,11,280,SAN DIEGO,VALLEY CENTER
95425,11,207,SONOMA,CLOVERDALE
93701,11,419,FRESNO,FRESNO
93614,11,261,MADERA,COARSEGOLD
91020,11,677,LOS ANGELES,MONTROSE
92603,11,795,ORANGE,IRVINE
90623,11,485,ORANGE,LA PALMA
95722,11,177,PLACER,MEADOW VISTA
90254,11,640,LOS ANGELES,HERMOSA BEACH
95948,11,274,BUTTE,GRIDLEY
92313,11,272,SAN BERNARDINO,GRAND TERRACE
90015,11,390,LOS ANGELES,LOS ANGELES
94129,11,821,SAN FRANCISCO,SAN FRANCISCO
95360,11,230,STANISLAUS,NEWMAN
93221,11,308,TULARE,EXETER
92651,11,612,ORANGE,LAGUNA BEACH
91792,11,519,LOS ANGELES,WEST COVINA
92029,11,286,SAN DIEGO,ESCONDIDO
92344,11,154,SAN BERNARDINO,HESPERIA
93546,11,261,MONO,MAMMOTH LAKES
95366,10,346,SAN JOAQUIN,RIPON
90803,10,562,LOS ANGELES,LONG BEACH
94904,10,285,MARIN,KENTFIELD
96020,10,146,PLUMAS,CHESTER
90401,10,805,LOS ANGELES,SANTA MONICA
94709,10,643,ALAMEDA,BERKELEY
90071,10,496,LOS ANGELES,LOS ANGELES
95304,10,218,SAN JOAQUIN,TRACY
94704,10,409,ALAMEDA,BERKELEY
95673,10,210,SACRAMENTO,RIO LINDA
91302,10,808,LOS ANGELES,CALABASAS
92887,10,502,ORANGE,YORBA LINDA
93636,10,276,MADERA,MADERA
93212,10,278,KINGS,CORCORAN
91436,10,712,LOS ANGELES,ENCINO
91411,10,533,LOS ANGELES,SHERMAN OAKS
94108,10,486,SAN FRANCISCO,SAN FRANCISCO
91604,10,848,LOS ANGELES,STUDIO CITY
92007,10,398,SAN DIEGO,CARDIFF BY THE SEA
92108,10,621,SAN DIEGO,SAN DIEGO
92314,10,270,SAN BERNARDINO,BIG BEAR CITY
95683,9,266,SACRAMENTO,RANCHO MURIETA
92590,9,367,RIVERSIDE,TEMECULA
92277,9,277,SAN BERNARDINO,TWENTYNINE PALMS
95949,9,180,NEVADA,GRASS VALLEY
93433,9,255,SAN LUIS OBISPO,GROVER BEACH
92868,9,297,ORANGE,ORANGE
92320,9,391,RIVERSIDE,CALIMESA
92679,9,367,ORANGE,TRABUCO CANYON
95627,9,166,YOLO,ESPARTO
93012,9,274,VENTURA,CAMARILLO
93950,9,234,MONTEREY,PACIFIC GROVE
92610,9,384,ORANGE,FOOTHILL RANCH
92663,9,588,ORANGE,NEWPORT BEACH
93219,9,316,TULARE,EARLIMART
95357,9,151,STANISLAUS,MODESTO
93286,9,209,TULARE,WOODLAKE
90017,9,807,LOS ANGELES,LOS ANGELES
91741,9,693,LOS ANGELES,GLENDORA
92276,9,269,RIVERSIDE,THOUSAND PALMS
91978,9,223,SAN DIEGO,SPRING VALLEY
90814,9,313,LOS ANGELES,LONG BEACH
92808,9,633,ORANGE,ANAHEIM
96094,9,194,SISKIYOU,WEED
95138,9,277,SANTA CLARA,SAN JOSE
92624,9,406,ORANGE,CAPISTRANO BEACH
92617,9,553,ORANGE,IRVINE
95139,8,333,SANTA CLARA,SAN JOSE
93640,8,217,FRESNO,MENDOTA
90056,8,224,LOS ANGELES,LOS ANGELES
94951,8,172,SONOMA,PENNGROVE
90212,8,497,LOS ANGELES,BEVERLY HILLS
93644,8,230,MADERA,OAKHURST
93730,8,274,FRESNO,FRESNO
93725,8,262,FRESNO,FRESNO
93723,8,358,FRESNO,FRESNO
95953,8,250,SUTTER,LIVE OAK
93239,8,122,KINGS,KETTLEMAN CITY
92075,8,615,SAN DIEGO,SOLANA BEACH
94720,8,238,ALAMEDA,BERKELEY
92354,8,266,SAN BERNARDINO,LOMA LINDA
93268,8,387,KERN,TAFT
93267,8,129,TULARE,STRATHMORE
92371,8,203,SAN BERNARDINO,PHELAN
95485,8,116,LAKE,UPPER LAKE
93109,8,273,SANTA BARBARA,SANTA BARBARA
94542,8,163,ALAMEDA,HAYWARD
95386,8,157,STANISLAUS,WATERFORD
93505,8,138,KERN,CALIFORNIA CITY
95832,8,209,SACRAMENTO,SACRAMENTO
90292,8,343,LOS ANGELES,MARINA DEL REY
92625,8,299,ORANGE,CORONA DEL MAR
93650,8,310,FRESNO,PINEDALE
92249,8,144,IMPERIAL,HEBER
91024,8,397,LOS ANGELES,SIERRA MADRE
95388,8,142,MERCED,WINTON
94708,8,382,ALAMEDA,BERKELEY
90095,7,305,LOS ANGELES,LOS ANGELES
95231,7,242,SAN JOAQUIN,FRENCH CAMP
92586,7,248,RIVERSIDE,SUN CITY
95018,7,125,SANTA CRUZ,FELTON
95446,7,114,SONOMA,GUERNEVILLE
95249,7,151,CALAVERAS,SAN ANDREAS
95033,7,184,SANTA CLARA,LOS GATOS
94304,7,384,SANTA CLARA,PALO ALTO
95490,7,202,MENDOCINO,WILLITS
92264,7,252,RIVERSIDE,PALM SPRINGS
94022,7,274,SANTA CLARA,LOS ALTOS HILLS
95951,7,148,GLENN,HAMILTON CITY
94111,7,284,SAN FRANCISCO,SAN FRANCISCO
90602,7,155,LOS ANGELES,WHITTIER
90755,7,251,LOS ANGELES,SIGNAL HILL
96067,7,192,SISKIYOU,MT. SHASTA
93926,7,150,MONTEREY,GONZALES
92014,7,272,SAN DIEGO,DEL MAR
95640,7,112,AMADOR,IONE
96019,7,130,SHASTA,SHASTA LAKE CITY
93510,6,118,LOS ANGELES,ACTON
93108,6,321,SANTA BARBARA,SANTA BARBARA
93625,6,251,FRESNO,FOWLER
93460,6,157,SANTA BARBARA,SANTA YNEZ
95665,6,105,AMADOR,PINE GROVE
93463,6,258,SANTA BARBARA,SOLVANG
95663,6,146,PLACER,PENRYN
93543,6,134,LOS ANGELES,LITTLEROCK
93442,6,264,SAN LUIS OBISPO,MORRO BAY
90013,6,244,LOS ANGELES,LOS ANGELES
95046,6,138,SANTA CLARA,SAN MARTIN
90740,6,136,ORANGE,SEAL BEACH
94552,6,402,ALAMEDA,CASTRO VALLEY
90069,6,204,LOS ANGELES,LOS ANGELES
93234,6,120,FRESNO,HURON
92230,6,197,RIVERSIDE,CABAZON
96122,6,147,PLUMAS,PORTOLA
94505,6,164,CONTRA COSTA,DISCOVERY BAY
92250,6,116,IMPERIAL,HOLTVILLE
96073,6,109,SHASTA,PALO CEDRO
90290,6,236,LOS ANGELES,CALABASAS
95666,6,221,AMADOR,PIONEER
95333,6,97,MERCED,LE GRAND
95726,6,129,EL DORADO,POLLOCK PINES
95461,6,181,LAKE,MIDDLETOWN
95467,6,84,LAKE,HIDDEN VALLEY
93740,6,204,FRESNO,FRESNO
95006,6,164,SANTA CRUZ,BOULDER CREEK
95982,6,92,SUTTER,SUTTER
92587,6,227,RIVERSIDE,CANYON LAKE
90210,6,285,LOS ANGELES,BEVERLY HILLS
93737,6,116,FRESNO,FRESNO
90211,6,384,LOS ANGELES,BEVERLY HILLS
95315,6,172,MERCED,DELHI
95811,5,314,SACRAMENTO,SACRAMENTO
95247,5,119,CALAVERAS,MURPHYS
93258,5,70,TULARE,POPLAR
93270,5,70,TULARE,TERRA BELLA
95223,5,66,ALPINE,ALPINE
92067,5,342,SAN DIEGO,RANCHO SANTA FE
92391,5,136,SAN BERNARDINO,TWIN PEAKS
93427,5,138,SANTA BARBARA,BUELLTON
93449,5,145,SAN LUIS OBISPO,PISMO BEACH
95326,5,80,STANISLAUS,HUGHSON
93441,5,112,SANTA BARBARA,LOS OLIVOS
95236,5,119,SAN JOAQUIN,LINDEN
95536,5,116,HUMBOLDT,FERNDALE
93240,5,119,KERN,LAKE ISABELLA
90077,5,468,LOS ANGELES,LOS ANGELES
94028,5,244,SAN MATEO,PORTOLA VALLEY
91377,5,154,VENTURA,OAK PARK
92281,5,100,IMPERIAL,WESTMORLAND
95631,5,80,PLACER,FORESTHILL
94508,5,83,NAPA,ANGWIN
95005,5,138,SANTA CRUZ,BEN LOMOND
95614,5,90,EL DORADO,COOL
94515,5,146,NAPA,CALISTOGA
93106,5,241,SANTA BARBARA,SANTA BARBARA
96134,5,133,MODOC,TULELAKE
91935,5,223,SAN DIEGO,JAMUL
92004,5,101,SAN DIEGO,BORREGO SPRINGS
90094,5,360,LOS ANGELES,LOS ANGELES
95619,5,122,EL DORADO,DIAMOND SPRINGS
91390,5,70,LOS ANGELES,SANTA CLARITA
95713,4,56,PLACER,COLFAX
95468,4,80,MENDOCINO,POINT ARENA
95324,4,177,MERCED,HILMAR
94018,4,152,SAN MATEO,EL GRANADA
95321,4,85,SAN JOAQUIN,FRENCH CAMP
95692,4,244,YUBA,WHEATLAND
96064,4,79,SISKIYOU,MONTAGUE
92233,4,74,IMPERIAL,CALIPATRIA
92359,4,76,SAN BERNARDINO,MENTONE
90067,4,52,LOS ANGELES,LOS ANGELES
95685,4,72,AMADOR,SUTTER CREEK
96143,4,86,PLACER,KINGS BEACH
96145,4,139,PLACER,TAHOE CITY
93256,4,67,TULARE,PIXLEY
92637,4,198,ORANGE,LAGUNA HILLS
95669,4,76,AMADOR,PLYMOUTH
91108,4,320,LOS ANGELES,SAN MARINO
93235,4,102,TULARE,IVANHOE
95462,4,61,SONOMA,MONTE RIO
96013,4,103,SHASTA,BURNEY
94939,4,192,MARIN,LARKSPUR
95954,4,84,BUTTE,MAGALIA
95560,4,88,HUMBOLDT,BRICELAND
93545,4,74,INYO,LONE PINE
95658,4,102,PLACER,NEWCASTLE
92397,4,78,SAN BERNARDINO,WRIGHTWOOD
93451,4,62,SAN LUIS OBISPO,SAN MIGUEL
90402,4,110,LOS ANGELES,SANTA MONICA
90040,4,235,LOS ANGELES,COMMERCE
95655,4,132,SACRAMENTO,MATHER
92342,4,79,SAN BERNARDINO,HELENDALE
95947,4,62,PLUMAS,GREENVILLE
93202,4,110,KINGS,ARMONA
92676,4,162,ORANGE,SILVERADO
95436,4,74,SONOMA,FORESTVILLE
95064,4,248,SANTA CRUZ,SANTA CRUZ
95457,4,56,LAKE,LOWER LAKE
94957,4,94,MARIN,ROSS
90293,4,162,LOS ANGELES,PLAYA DEL REY
90021,4,674,LOS ANGELES,LOS ANGELES
95626,4,75,SACRAMENTO,ELVERTA
95968,4,90,BUTTE,PALERMO
95004,4,116,MONTEREY,AROMAS
92567,4,291,RIVERSIDE,NUEVO
93428,4,113,SAN LUIS OBISPO,CAMBRIA
95573,3,48,HUMBOLDT,WILLOW CREEK
94571,3,82,SOLANO,RIO VISTA
95444,3,64,SONOMA,GRATON
95387,3,116,STANISLAUS,WESTLEY
92834,3,197,ORANGE,FULLERTON
95634,3,48,EL DORADO,GEORGETOWN
93225,3,56,KERN,FRAZIER PARK
95458,3,58,LAKE,LUCERNE
